id,name,screen_name,location,statuses_count,followers_count,friends_count,favourites_count,listed_count,created_at,url,lang,default_profile,default_profile_image,description,verified,bot
585912212,Ade,A1_Ade,,24163,435,320,676,1,Sun May 20 19:09:52 2012,,en,FALSE,FALSE,Stay Gold,FALSE,0
2419936286,AA12,AA12YT,Washington,45750,7644,359,54926,46,Mon Mar 31 03:47:30 2014,https://t.co/fgrX3RYsGt,en,FALSE,FALSE,Lov3 | 18 | MCPE YouTuber 10k Subs! | ~less than 3,FALSE,0
2320414572,Angelo,theaugustkiddo,Number 4 Privet Drive,1203,182,117,136,0,Fri Jan 31 07:42:25 2014,,en,FALSE,FALSE,Time-traveling.,FALSE,0
262531823,Abid,ABKool,,274989,9815,2190,40114,38,Tue Mar 08 06:40:22 2011,,en,FALSE,FALSE,Keep it Simple!,FALSE,0
226315121,Casti,ACastiella,Calahorra-Pamplona,11334,349,348,2465,4,Mon Dec 13 21:40:42 2010,,es,FALSE,FALSE,"A ver como explicas tÃº, que trabajando en el PentÃ¡gono, no trabajas en un polÃ­gono...",FALSE,0
492649414,Desastres Naturales ,ADN_SUAPT,MÃ©xico DF,72102,726,28,165,23,Tue Feb 14 23:42:32 2012,https://t.co/JV2RyV3lRO,es,FALSE,FALSE,Monitorear los desastres naturales mundiales. Facebook   SUAPT Desastres Naturales  o Jesus Guerrero (Everest),FALSE,0
56554591,Aâˆ‚â–²ââ–¼,AJCertified1,Land of the Unknown,15525,879,667,153,5,Tue Jul 14 00:55:42 2009,http://t.co/8JKGVUp39j,en,FALSE,FALSE,Instagram:AJCertified1,FALSE,0
85193539,Nancy DeWitt,AKbirder,"Fairbanks, AK",31248,3205,2377,3650,282,Sun Oct 25 23:46:57 2009,,en,FALSE,FALSE,"Birder, naturalist, owl wrangler and blue bird living in a red state. I like antique cars and vintage fashion, too.",FALSE,0
166211662,âœ‚,ANDRESOHYES, coachella valley,105025,543,327,49956,1,Tue Jul 13 16:21:01 2010,,en,FALSE,FALSE,,FALSE,0
222290847,HUGO ARRIAGA,ARHG66,,54,10,91,14,0,Fri Dec 03 00:18:40 2010,,en,TRUE,FALSE,,FALSE,0
2765166293,T ,ASAPTraay,,371,90,147,363,0,Tue Sep 09 00:24:35 2014,,en,TRUE,FALSE,JFK BASKETBALL #15,FALSE,0
2497379616,alberto tankredi,ATankredi,,2582,223,495,1668,3,Fri May 16 00:00:51 2014,,es,TRUE,FALSE,,FALSE,0
69991603,Femiâ„¢,AYODELE7,Trinidad and Tobago,427,75,77,279,0,Sat Aug 29 23:29:57 2009,,en,FALSE,FALSE,"#God #ManUtd #FOLO  if your going to be weird, be confident about it :D",FALSE,0
357747403,Abdullah Al-Ruwaieh,A_AlRuwaieh,Kuwait,416,25,28,2,1,Thu Aug 18 21:01:43 2011,,en,FALSE,FALSE,A minimalist realist who likes tea.,FALSE,0
430285181,Anna,A_Hamm5,10/6/2013,34627,661,498,15474,1,Wed Dec 07 00:09:50 2011,,en,FALSE,FALSE,Hippy spirit; rebel heart. Just go with it.,FALSE,0
1141299306,A G â¤,AaaronPogiii,pigerihan,25098,832,644,6107,1,Sat Feb 02 02:51:27 2013,,en,TRUE,FALSE,"tired as shit, cold as fuck",FALSE,0
37407255, à¦…à¦—à§à¦¨à¦¿à¦­ à¦¨à¦¿à¦¯à¦¼à§‹à¦—à§€,Aagan86,Kolkata-Jalpaiguri,283536,7785,424,1157,217,Sun May 03 12:17:01 2009,https://t.co/8FehkHOTmi,en,FALSE,FALSE,"Typical Aantel,reader, blogger, social media & news addict, opinionated. Joy Bangla!",FALSE,0
112295272,Aankhi Ghosh,Aankhi01,Kolkata/Delhi/Pune,13634,697,103,5258,30,Sun Feb 07 23:56:34 2010,http://t.co/NlGGXreNMG,en,FALSE,FALSE,"Lawyer. Dog lover. Passionate about music,politics, literature,cricket and art. In that order.",FALSE,0
208664282,Aashish Salotra,Aashu_Salotra,Chandigarh,10339,385,200,72,7,Wed Oct 27 17:57:56 2010,,en,FALSE,FALSE,"Manchester United fan. #admin at @InsideManUtd / https://t.co/Wq8P122v21. aashu_salotra on #Instagram. #MBA, Panjab University. #MUFC.",FALSE,0
348393966,Abdullah Al-Ajmi,Abbdulla_,"OK,USA",19390,385,252,11,1,Thu Aug 04 10:45:50 2011,http://t.co/t6UdlE86YT,en,TRUE,FALSE,,FALSE,0
1245621752,Abijah Gupta,AbijahGupta,"Kamloops, Canada",1960,4910,1675,1043,22,Wed Mar 06 08:50:36 2013,http://t.co/b0xBH2vTfL,en,FALSE,FALSE,Can an IT & Business grad student play the #Piano based solely on YouTube tutorials? Find out! https://t.co/a88gOi3FHJ,FALSE,0
329481796,AUTOBUNNIES,Abikikime,,2766,79,196,587,0,Tue Jul 05 04:34:40 2011,,en,FALSE,FALSE,"I'm not short, I'm fun-sized. Big things come in small packages.",FALSE,0
131043638,Kenneth J. McCormick,AboutFactsNet,,3114,28,32,1,0,Fri Apr 09 03:07:55 2010,http://t.co/93gshk5snR,en,FALSE,FALSE,"I am the webmaster of About Facts Internet magazine.(formerly About Facts Net) http://t.co/93gshkn3vV where all articles, photos and drawings are free to use",FALSE,0
150183040,AbramxJosiah,AbramxJosiah,,4236,249,278,1787,0,Mon May 31 08:46:49 2010,,en,TRUE,FALSE,| OKC/Dallas | Music is life |,FALSE,0
91287122,Abubaker Alzuaree,Abuubreezy,"Yemen, Aden",33298,698,600,4037,5,Fri Nov 20 06:48:12 2009,https://t.co/2uAKvb4Bqx,en,FALSE,FALSE,DO YOU EVEN LIFT BRO?                      #FREEPALESTINE #SaveGaza,FALSE,0
2244762307,Acy,Acy_Canono23,"California,Venice",378,173,312,27,0,Sat Dec 14 00:59:39 2013,,en-gb,FALSE,FALSE,Summer Kicks,FALSE,0
344457551,Horse Dick,Adam_Loko116,,46272,943,750,9355,3,Fri Jul 29 02:54:50 2011,,en,FALSE,FALSE,Ridin Round Gettin Conchi  TN GFK #ConchiLivin DMK Gemini  â™Šï¸RosePark instagram: Adam_loko116 snapchat: AdamSaysSTFU Rest In Peace Cuma,FALSE,0
2360378178,Addie Dupont,Addie_bo_baddie,,1043,81,77,2192,0,Tue Feb 25 02:47:04 2014,,en,TRUE,FALSE,I'll eat some breakfast then change the world,FALSE,0
398467095,.,AddisonHeddins,Dallas Tx,5194,247,177,3173,0,Wed Oct 26 03:06:12 2011,,en,FALSE,FALSE,,FALSE,0
2400711853,Adityo Hassan,AdityoHassan,~Dhaka~Bangladesh~,3547,1651,1754,1607,4,Fri Mar 21 01:12:05 2014,,en,FALSE,FALSE,"Love to fly and enjoy all the beautiful things in life, no matter how small they might be. #Leadership",FALSE,0
32494880,Adrain Ess Â®,Adralicious,Earth... occasionally,6127,1233,1166,97,10,Fri Apr 17 17:44:34 2009,,en,FALSE,FALSE,"mommy of a star, addicted to reading, antiques, thrifting, charity, reality tv, cooking, fashion, arts, film, business & health care",FALSE,0
2362812823,Sr.Lechumbreon Minun,AdriUmbreon,Hyrule - Johto,3450,159,124,5059,5,Wed Feb 26 15:03:49 2014,,es,TRUE,FALSE,Soy un Umbreon Lvl 21 que vive en Hyrule. Retrogamer de los que ya no quedan. CrÃ­o Chocoritas. It's Dangerous to go alone. Wisdom - Power - Courage.,FALSE,0
509255384,â€  RÃ˜NÃŠÃ˜ Å ANTÃ˜Å  â€ ,Adrianaldo_,Al sur de Madrid,8102,241,273,1067,0,Wed Feb 29 21:16:41 2012,,es,FALSE,FALSE,"Follow your drems (CANCELLED)â–¶â–¶â–¶Go to work, obey the law, walk on the pavements, save for old age...then repeat with me: IÂ´m free",FALSE,0
86565348,HashirsFied RaJa,Advcate007,"ISI-AmA-BaD , AL-BAKHISTAN.",51961,1401,1335,48065,9,Sat Oct 31 17:11:53 2009,,en,FALSE,FALSE,Ù„Ø§Ø¥Ù„Ù‡ Ø§Ù„Ø§ Ø§Ù„Ù„Ù‡ Ù…Ø­Ù…Ø¯Ø±Ø³ÙˆÙ„ Ø§Ù„Ù„Ù‡ï·º Relation doesnt need cute voice n lovely face!Relation ned beautiful heart n unbreakable trust IG: advcate007,FALSE,0
250207934, Ø£ÙÙ†Ù€)Ù€Ø§Ù† Ø§Ù„ÙƒÙ€Ù†Ø¯Ø±ÙŠ ,AfnanAK,Kuwait â™¥,23261,589,396,52,0,Thu Feb 10 16:50:55 2011,http://t.co/W6sEatTydG,en,FALSE,FALSE,RBS Grad '11/3rd year Dental student-KU 6ebeya â™¥ Ø§Ù„Ø·Ø¨Ù€)Ù€ÙŠØ©,FALSE,0
238040058,DÃ¤ve Agee,AgeeWx,"Grand Forks, ND",14187,358,967,280,8,Fri Jan 14 06:27:01 2011,http://t.co/q9FKgYXvs7,en,TRUE,FALSE,Student with UND Atmospheric Science. Illinoisan. Homebrewer. Bicyclist. Proud American Outlaw. #CF97,FALSE,0
476876406,Helena.,AgentSwift47,1989 World Tour.,169053,1193,351,3439,25,Sat Jan 28 15:56:08 2012,http://t.co/QKMkMnFrXQ,es,FALSE,FALSE,Castle. Gryffindor. Fangirl. Shipper. Nerd. â™€  ã€ŠA Writer & His Museã€‹ I had the time of my life fighting dragons with you. Don't ruin my story with your logic.,FALSE,0
190345460,Aggi O'Sullivan,AggiOSullivan,"Las Condes, Santiago, Chile",3566,136,116,1330,0,Mon Sep 13 18:30:07 2010,,en,FALSE,FALSE,The Wise Owl. The Shire/Pompey/Santiago Chile,FALSE,0
1376257824,Jordan Y. Melecioâ„¢,AgyapasJordan,"16.383548,120.574871",2366,157,388,287,3,Wed Apr 24 05:45:43 2013,https://t.co/AnFQC93WsU,en,FALSE,FALSE,Technology and World Watchdog. A Damaged Soul that Death Curiously Refuses to Harvest. A Sponge for Cool Music. Missing D__v__a     L__r_n.,FALSE,0
714550385,Ahmad Waleed Arshad,AhmadWaleed4568,Bahawalpur,639,120,64,407,1,Mon Oct 14 14:49:40 2013,http://t.co/gfdKObnlSh,en,FALSE,FALSE,#A-levels #Photographer Ask=Ahmadwaleedarshad  Life is achi without any bachi,FALSE,0
474152548,JordanâœŒClark,AirJordan136,"Steele, Mo",20291,1114,1292,11382,14,Wed Jan 25 18:10:35 2012,http://t.co/A56WLLords,en,FALSE,FALSE,"19, AKA:Swagdaddy. Heat, Dolphins, Cardinals, @StephenCurry30, @ArianaGrande, @arielwinter1, @iambecky, and @WWE fan!! Student at SEMO. Keep it 100",FALSE,0
1373517728,Jerome,AkheemV,"On the moon,Underwater",57768,348,389,13804,4,Tue Apr 23 01:32:11 2013,http://t.co/m76l4dPTa5,en,FALSE,FALSE,"I paint life in vivid colour, depict in harsh words . Find your wings my nigga. / MAGNUM EST!!!",FALSE,0
177906959,Akhtarul Iman,Akhtarul_Iman,India,844,93,385,27,0,Fri Aug 13 10:53:42 2010,,en,FALSE,FALSE,No connection with any political party.,FALSE,0
2248762537,AJ,AlZahraaokay,Hello Stalker. ,7588,235,112,10979,0,Mon Dec 16 13:27:47 2013,http://t.co/kdU9YfvSwB,en,TRUE,FALSE,"Professional procrastinator who spreads positive vibes. If you cant handle the heat, get out of the kitchen.",FALSE,0
462534253,Harpoã€½ï¸,Al_FSU,    On The Field ,20388,399,402,529,3,Fri Jan 13 01:58:00 2012,http://t.co/p5zRbb93EW,en,FALSE,FALSE,"Chest Up| Eyes up| Prayed Up| Most People have sight, Leaders Have Vision",FALSE,0
93941188,Amy E Jackman,AlaskaAmy,"Kenai, Alaka",2287,71,56,295,3,Tue Dec 01 20:54:37 2009,http://t.co/4fcRAeG4ZT,en,FALSE,FALSE,All You Need to Start an Asylum is an Empty Room and the Right Kind of People,FALSE,0
22437394,Alberto Desfassiaux,AlbertoDefa,"MÃ©xico, D.F",42077,763,97,922,18,Mon Mar 02 02:05:44 2009,http://t.co/5C2AtARFUh,en,FALSE,FALSE,Editor de @atomix. Videojuegos y cine.,FALSE,0
1195136336,Bert,Albertopurple,,16948,244,246,5500,3,Mon Feb 18 22:36:27 2013,,en,TRUE,FALSE,EVERYTHING IS A RACE,FALSE,0
1956659528,McGeese,Alec_Meadows,ICT,4655,281,421,2466,1,Sat Oct 12 13:29:27 2013,http://t.co/njCM4KrBHU,en,FALSE,FALSE,perpetually memed,FALSE,0
1175224910,SRK's Mexican Wife â™¥,AlekhandraKhan,â™¥â™¥ Shah Rukh Land â™¥â™¥,23875,2134,654,241,8,Wed Feb 13 12:53:41 2013,,es,TRUE,FALSE,"My baby Shah Rukh replied to me 3 times,one of them was naughty & another was just for me,he twitted my sketch & he knows that i'm his Mexican Wife! I Lâ™¥VE HIM!",FALSE,0
578904059,ÐÐ»ÐµÐºÑÐ°Ð½Ð´Ñ€ Ð’Ð°Ð»ÐµÐµÐ²,AleksandrValeev,ÐœÐ¾ÑÐºÐ²Ð°,14537,865,250,0,20,Sun May 13 12:11:09 2012,https://t.co/v3wipSaiAs,ru,FALSE,FALSE,Ð’ÐµÐ´ÑƒÑ‰Ð¸Ð¹ Ð¸Ð½Ñ„Ð¾Ñ€Ð¼Ð°Ñ†Ð¸Ð¾Ð½Ð½Ñ‹Ñ… Ð¿Ñ€Ð¾Ð³Ñ€Ð°Ð¼Ð¼ Ð½Ð° #Ð²ÐµÑÑ‚Ð¸Ñ„Ð¼ #Ñ€Ð°Ð´Ð¸Ð¾Ð¼Ð°ÑÐº #Ð½Ð¾Ð²Ð¾ÑÑ‚Ð¸ #newsÐ’ÐµÐ´ÑƒÑ‰Ð¸Ð¹ Ð½Ð¾Ð²Ð¾ÑÑ‚ÐµÐ¹ Ð½Ð° ÐºÐ°Ð½Ð°Ð»Ðµ #ÐœÐ˜Ð 24#ÐÐ»ÐµÐºÑÐ°Ð½Ð´Ñ€Ð’Ð°Ð»ÐµÐµÐ² #AleksandrValeev,FALSE,0
454183646,Alex B,AlexBevannn,JSY,8877,400,173,5293,2,Tue Jan 03 18:25:34 2012,,en,FALSE,FALSE,acid rap,FALSE,0
318040219,alex,Alex_Senior1,â˜…,5057,625,566,919,1,Wed Jun 15 21:32:42 2011,,en,FALSE,FALSE,The past was yours but the futures mine,FALSE,0
558782771,Island Mermaid ,AlexiaRenessa,"Trinidad, the Caribbean",7135,202,300,299,1,Fri Apr 20 16:54:44 2012,http://t.co/7sga1fqzQH,en,FALSE,FALSE,B.sc Psychology. Beach Bum.,FALSE,0
1425572605,â‚â‚â‚â‚â‚,AlexiaStaine,,346,451,403,1875,0,Mon May 13 13:52:32 2013,,en,TRUE,FALSE,16 || keller tx || frhs,FALSE,0
103668192,lex,AlexisCarolineH,870,3629,269,187,1229,0,Sun Jan 10 21:13:42 2010,,en,FALSE,FALSE,"be young, be dope, be proud",FALSE,0
50034798,Alicia Cox-Hall,AliciaLifeChngr,"Memphis, TN",18745,553,1856,81,8,Tue Jun 23 17:11:58 2009,http://t.co/xlyCSVNy6q,en,FALSE,FALSE,"I am a God-fearing woman, CEO/Founder of GLHRF, a minister, a mother of 2 beautiful children and an Avon & Iaso Representive.",FALSE,0
2574200442,Alianna,Alivnna,Bay Area ,9240,170,143,4567,2,Wed Jun 18 05:42:51 2014,,en,TRUE,FALSE,,FALSE,0
53114456,â˜†Aliyah Khanâ˜†,Aliyah_Khan1,Trinidad (Caribbean) â™¡,8318,884,250,137,10,Thu Jul 02 16:42:05 2009,,en,FALSE,FALSE,"â˜†Muslimâ˜† Uni student. Stay Classy, Never Trashy. Nature Lover. Do not underestimate the power of a dua. #FreePalestine. #PositiveVibesOnly :)âœŒ",FALSE,0
1495594020,MakÃ©ni,AllMakEvrything,Trinidad,1238,192,175,624,0,Sun Jun 09 13:33:02 2013,,en,FALSE,FALSE,Figuring it out.,FALSE,0
1387377110,Allison ,AllyRamon_,,2182,254,292,620,1,Sun Apr 28 16:44:04 2013,,en,TRUE,FALSE,all smiles (:::,FALSE,0
1892545526,Allyâƒ,Ally_joanna,â˜¯,9156,285,205,4088,1,Sun Sep 22 05:07:07 2013,,en,FALSE,FALSE,IG: Allyjoanna_,FALSE,0
489714722,Almina  ,Almina_AB,Sweden  Hbg ,911,53,272,1177,1,Sat Feb 11 20:20:44 2012,,sv,FALSE,FALSE,,FALSE,0
278811330,Aloooo (â—•â€¿â—•âœ¿),Alondrasaurus,A place called Texas,38417,344,335,23322,4,Fri Apr 08 01:11:14 2011,,en,FALSE,FALSE,I love you when you're singing that song. #SFA19,FALSE,0
64534012,Lonso,AlonsoSanchezz,"Hennessey, Oklahoma ",13572,701,708,6970,0,Mon Aug 10 22:22:34 2009,,en,FALSE,FALSE,"20 years old, Technology Director at Hennessey Public Schools, Proud Father, Izaiah Luke â¤ï¸All for the man upstairs. Instagram: alonsosanchezz Snapchat: a-fire",FALSE,0
138472981,Alps Sarsis,Alps_Sarsis,"Dallas, Texas... For now..",1523,87,195,66,3,Thu Apr 29 16:56:32 2010,,en,TRUE,FALSE,Just some fluff and stuff.,FALSE,0
1727495887,Ù…,Alsagermaha,,2055,142,129,489,0,Wed Sep 04 03:40:00 2013,,en,TRUE,FALSE,,FALSE,0
440901699,Casandra Alvarez,AlvarezCasandra,,24986,650,348,4907,1,Mon Dec 19 14:47:57 2011,,en,TRUE,FALSE,OE. 09/13/13â¤ï¸,FALSE,0
185216671,Ãlvaro Gordo Outlaw,AlvaroKrus,"Chicago, IL",21105,415,481,248,1,Tue Aug 31 13:46:05 2010,,en,FALSE,FALSE,Adopted Chicagoan. Anglistik an der UniversitÃ¤t Murcia. Angriff ist die beste Verteidigung.,FALSE,0
32831822,Charlie,Alwayscharlie,Madrid,19515,689,470,2463,26,Sat Apr 18 08:19:02 2009,,en,FALSE,FALSE,"English teacher living in Madrid, hard-(ejem) worker, loving what I do,I tweet in English and some Spanish.",FALSE,0
2938551012,AlyssaEmeraldBlossom,Alyssawizard101,,1000,108,155,1326,0,Sun Dec 21 19:45:06 2014,,en,TRUE,FALSE,|14years| guy | doodler | expert food scientist | food expert|,FALSE,0
241347721,Three Mile Lyle,AlzadoKnows,"Tucson, Arizona",2310,651,744,941,4,Sat Jan 22 01:48:16 2011,,en,FALSE,FALSE,"Loves: B-movies, running, Thai food, America, the #2ndAmendment, Parrots, and the #Raiders.",FALSE,0
20301520,Nathan Bayliss,AmINatTorious,New Zealand.. or possibly lost,1182,220,1040,1388,7,Sat Feb 07 09:44:01 2009,http://t.co/qnmepIGAeo,en,TRUE,FALSE,"So, this is the bit where I am meant to say something witty about myself, right?",FALSE,0
1191129162,LÎ” CHICÎ” IMPEÐ¯FECTA,Amal_Reynolds,,615,2544,262,979,4,Sun Feb 17 20:58:05 2013,,es,FALSE,FALSE,Soy la chica de la que tu madre te advirtiÃ³ // Dando guerra desde el 2000  //   @Danfer22 is my idol *-*,FALSE,0
49709134,Aman Gupta,AmanChachu,Mumbai - New Delhi,21207,631,213,408,12,Mon Jun 22 18:04:31 2009,http://t.co/McQz7cI2Qn,en,FALSE,FALSE,Full time husband  Belongs to @nehagianani,FALSE,0
58797847,Amanda,Amanani,"Maraval, Trinidad and Tobago",37989,451,268,3140,9,Tue Jul 21 13:43:12 2009,,en,FALSE,FALSE,#Trinidadian #Lawstudent #WestIndian #Cricketlover #Blessed #Happy #Loved #Enjoyinglife #followme,FALSE,0
392080330,Amanda Reynolds,AmandaGrace97,,11452,389,297,5456,0,Sun Oct 16 14:40:14 2011,,en,TRUE,FALSE,senior at gvhs. CLU '19,FALSE,0
1120863444,Amanda,amandaaalouisss,,43447,1068,822,8097,2,Sat Jan 26 03:40:58 2013,https://t.co/xuFE9YdbOb,en,FALSE,FALSE,15 | Sri Amanian | âš¾,FALSE,0
1261040287,Jenn,AmazingRussett,California,17447,1953,1199,16715,15,Tue Mar 12 03:46:22 2013,https://t.co/31TqilVzdP,en,FALSE,FALSE,â˜»XI.XVI.XIVâ˜»// @AmazingRussett U ARE THE MOST ADORABLE HUMAN BEING EVER. I LOVE U.- arr,FALSE,0
2257926470,G.O,Ambre_Snk,France.,15809,385,353,4688,5,Sun Dec 22 16:53:47 2013,http://t.co/h4yfJxN5pg,fr,FALSE,FALSE,II REVERZE 2015 II,FALSE,0
96815122,Amit Agrawal,Amit25may,Raipur,3559,99,105,663,0,Mon Dec 14 18:39:40 2009,,en,FALSE,FALSE,Saddened by India/Nepal #earthquake Tragedy. Prayers For All. Let's Fight It Together.,FALSE,0
120833703,Emma B-W,AmmeGrace,,4059,599,585,105,8,Sun Mar 07 18:10:17 2010,https://t.co/aFMmZqzGqD,en,FALSE,FALSE,"Advertising, Social & Digital fanatic! Traded London for beach life. Loves cake and looks like a lion. Nearly everybody gets twitterpated in the springtime!",FALSE,0
58477691,Muammar Syarbini,AmuSyarbini,Aceh,87311,1878,1882,330,17,Mon Jul 20 13:50:52 2009,http://t.co/4t6Ed4p3Q6,en,FALSE,FALSE,Gol. Darah: O+ | Pernah siaran dan ngemsi | Jumping BoA | Runner | WhatsApp 085277798698 | LINE amusyarbini | BBM 527E8174,FALSE,0
22798846,Amy Bryant,AmyAhnBryant,"Tulsa, OK",13635,665,1168,4724,16,Wed Mar 04 16:55:35 2009,,en,FALSE,FALSE,"Emmy award winning Executive Producer, mom, veteran and lover of all things 80s. Opinions are my own. RTs are not endorsements.",FALSE,0
381753637,Anafan2 ,Anafan2,"here, there, everywhere",23799,462,272,4116,10,Wed Sep 28 21:46:53 2011,http://t.co/YfWIseUpdQ,en,TRUE,FALSE,"Loca fan de la Tiuchis,OUAT fan.proud of being part of #theuglyducklings,Jmoloveforum #uglyducklingbookclub and JMoFamily #captainswan shipper.",FALSE,0
2718118608,GuatÃ³n Dave,AnalSystemist,"Solar System, 14 billion years",4282,32,114,6,3,Fri Aug 08 22:48:50 2014,http://t.co/ExtVBNUWQr,en,FALSE,FALSE,"Chair warmer, fan of all things Trek. Sometimes known for gems of humour but these are accidents. There's just so much to say in so few letters. LOGIN Noticias",FALSE,0
