has_location,statuses_count,followers_count,friends_count,favourites_count,listed_count,created_at,has_url,lang,default_profile,default_profile_image,verified,has_description,bot
TRUE,427,75,77,279,0,11:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,416,25,28,2,1,9:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,34627,661,498,15474,1,12:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,25098,832,644,6107,1,2:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,TRUE,NO
TRUE,283536,7785,424,1157,217,12:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,13634,697,103,5258,30,11:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,10339,385,200,72,7,5:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,19390,385,252,11,1,10:00:00 AM,TRUE,en,TRUE,FALSE,FALSE,FALSE,NO
TRUE,1960,4910,1675,1043,22,8:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,2766,79,196,587,0,4:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,3114,28,32,1,0,3:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,4236,249,278,1787,0,8:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,TRUE,NO
TRUE,33298,698,600,4037,5,6:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,378,173,312,27,0,12:00:00 AM,FALSE,en-gb,FALSE,FALSE,FALSE,TRUE,NO
FALSE,46272,943,750,9355,3,2:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,1043,81,77,2192,0,2:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,TRUE,NO
TRUE,5194,247,177,3173,0,3:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,FALSE,NO
TRUE,3547,1651,1754,1607,4,1:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,6127,1233,1166,97,10,5:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,3450,159,124,5059,5,3:00:00 PM,FALSE,es,TRUE,FALSE,FALSE,TRUE,NO
TRUE,8102,241,273,1067,0,9:00:00 PM,FALSE,es,FALSE,FALSE,FALSE,TRUE,NO
TRUE,51961,1401,1335,48065,9,5:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,23261,589,396,52,0,4:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,14187,358,967,280,8,6:00:00 AM,TRUE,en,TRUE,FALSE,FALSE,TRUE,NO
TRUE,169053,1193,351,3439,25,3:00:00 PM,TRUE,es,FALSE,FALSE,FALSE,TRUE,NO
TRUE,3566,136,116,1330,0,6:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,2366,157,388,287,3,5:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,639,120,64,407,1,2:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,20291,1114,1292,11382,14,6:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,57768,348,389,13804,4,1:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,844,93,385,27,0,10:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,7588,235,112,10979,0,1:00:00 PM,TRUE,en,TRUE,FALSE,FALSE,TRUE,NO
TRUE,20388,399,402,529,3,1:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,2287,71,56,295,3,8:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,42077,763,97,922,18,2:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,16948,244,246,5500,3,10:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,TRUE,NO
TRUE,4655,281,421,2466,1,1:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,23875,2134,654,241,8,12:00:00 PM,FALSE,es,TRUE,FALSE,FALSE,TRUE,NO
TRUE,14537,865,250,0,20,12:00:00 PM,TRUE,ru,FALSE,FALSE,FALSE,TRUE,NO
TRUE,8877,400,173,5293,2,6:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,5057,625,566,919,1,9:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,7135,202,300,299,1,4:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,346,451,403,1875,0,1:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,TRUE,NO
TRUE,3629,269,187,1229,0,9:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,18745,553,1856,81,8,5:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,9240,170,143,4567,2,5:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,NO
TRUE,8318,884,250,137,10,4:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,1238,192,175,624,0,1:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,2182,254,292,620,1,4:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,TRUE,NO
TRUE,9156,285,205,4088,1,5:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,911,53,272,1177,1,8:00:00 PM,FALSE,sv,FALSE,FALSE,FALSE,FALSE,NO
TRUE,38417,344,335,23322,4,1:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,13572,701,708,6970,0,10:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,1523,87,195,66,3,4:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,TRUE,NO
FALSE,2055,142,129,489,0,3:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,NO
FALSE,24986,650,348,4907,1,2:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,TRUE,NO
TRUE,21105,415,481,248,1,1:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,19515,689,470,2463,26,8:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,1000,108,155,1326,0,7:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,TRUE,NO
TRUE,2310,651,744,941,4,1:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,1182,220,1040,1388,7,9:00:00 AM,TRUE,en,TRUE,FALSE,FALSE,TRUE,NO
FALSE,615,2544,262,979,4,8:00:00 PM,FALSE,es,FALSE,FALSE,FALSE,TRUE,NO
TRUE,21207,631,213,408,12,6:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,37989,451,268,3140,9,1:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,11452,389,297,5456,0,2:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,TRUE,NO
FALSE,43447,1068,822,8097,2,3:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,17447,1953,1199,16715,15,3:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,15809,385,353,4688,5,4:00:00 PM,TRUE,fr,FALSE,FALSE,FALSE,TRUE,NO
TRUE,3559,99,105,663,0,6:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,4059,599,585,105,8,6:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,87311,1878,1882,330,17,1:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,13635,665,1168,4724,16,4:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,23799,462,272,4116,10,9:00:00 PM,TRUE,en,TRUE,FALSE,FALSE,TRUE,NO
TRUE,4282,32,114,6,3,10:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,36093,422,326,12075,7,8:00:00 PM,FALSE,es,FALSE,FALSE,FALSE,TRUE,NO
TRUE,3028,1915,1804,1441,72,8:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,69,100,214,170,1,1:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,157,23,102,23,0,11:00:00 AM,FALSE,es,TRUE,FALSE,FALSE,FALSE,NO
FALSE,6747,592,254,7636,3,2:00:00 PM,TRUE,es,FALSE,FALSE,FALSE,TRUE,NO
TRUE,5414,486,305,2526,1,4:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,TRUE,NO
TRUE,5051,167,351,80,4,2:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,29146,1347,736,2728,15,2:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,9550,500,416,9175,4,6:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,718,118,224,180,2,4:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,5939,720,727,420,6,11:00:00 AM,FALSE,es,TRUE,FALSE,FALSE,TRUE,NO
FALSE,1271,14,38,62,0,4:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,NO
FALSE,28255,1439,755,1983,3,12:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,3259,175,116,1297,0,8:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,15595,1280,1985,3786,5,3:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,549,508,892,401,15,1:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,2583,280,337,4537,0,8:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,FALSE,NO
FALSE,44376,790,159,5517,18,4:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,TRUE,NO
TRUE,108575,15305,1543,11161,132,6:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,1107,121,231,572,0,3:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,TRUE,NO
TRUE,2713,61,52,1032,1,4:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,TRUE,NO
TRUE,811,34,351,656,0,5:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,NO
TRUE,5290,298,243,654,3,4:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,82094,7689,207,30086,229,4:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,133,72,460,146,0,7:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,NO
TRUE,10221,458,395,1813,3,12:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,50540,3491,3296,19086,72,11:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,95069,1045,350,49312,20,1:00:00 AM,FALSE,es,FALSE,FALSE,FALSE,TRUE,NO
TRUE,24117,788,405,6725,16,12:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,TRUE,NO
TRUE,1303,147,138,71,4,5:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,80,3,50,27,0,3:00:00 PM,FALSE,ru,FALSE,FALSE,FALSE,FALSE,NO
FALSE,8234,536,397,2684,0,4:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,28655,462,290,413,15,11:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,9561,417,258,1130,0,5:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,44535,314,290,16169,1,11:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,TRUE,NO
FALSE,496,62,95,70,0,5:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,325,101,230,20,0,6:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,NO
TRUE,6877,247,838,1915,3,4:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,2647,604,296,170,0,4:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,3719,220,198,255,0,4:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,TRUE,NO
FALSE,6629,286,127,1110,2,4:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,894,55,65,43,1,4:00:00 PM,FALSE,en-gb,FALSE,FALSE,FALSE,TRUE,NO
TRUE,31414,344,318,123,6,4:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,10171,369,259,3192,0,2:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,11133,6897,3735,22522,1,12:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,14376,363,306,1753,1,5:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,TRUE,NO
TRUE,30812,252,234,45,7,11:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,1311,169,342,347,1,10:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,TRUE,NO
TRUE,177,41,154,39,0,2:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,TRUE,NO
TRUE,17348,321,231,7932,1,12:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,176950,35379,587,241,485,12:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,265,26,107,442,0,1:00:00 PM,FALSE,ja,FALSE,FALSE,FALSE,TRUE,NO
TRUE,2127,229,262,510,0,8:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,TRUE,NO
TRUE,41271,15171,210,7721,174,7:00:00 AM,TRUE,ja,FALSE,FALSE,FALSE,TRUE,NO
TRUE,1876,334,912,587,0,1:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,1197,28,98,223,0,4:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,NO
FALSE,1318,166,233,615,0,3:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,TRUE,NO
TRUE,13209,204,115,3414,4,9:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,84124,1575,1601,9220,21,11:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,1410,844,1416,111,24,5:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,85,74,121,307,0,2:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,TRUE,NO
TRUE,25279,495,628,432,16,5:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,462,370,548,36,1,6:00:00 PM,FALSE,nl,TRUE,FALSE,FALSE,TRUE,NO
TRUE,24063,662,208,56035,19,7:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,2449,148,134,495,0,1:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,19678,423,261,10626,4,3:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,9510,1087,1096,4279,0,9:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,TRUE,NO
FALSE,4353,157,168,2083,0,4:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,2630,76,158,632,1,9:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,249449,5169,3418,14341,218,3:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,24457,841,482,7231,1,10:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,32407,2418,2465,7282,90,6:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,79,8,24,23,0,5:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,TRUE,NO
TRUE,1515,3656,238,24,14,3:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,361,60,223,99,0,9:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,2689,380,155,27,0,8:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,30259,1767,120,6774,14,7:00:00 PM,TRUE,en,TRUE,FALSE,FALSE,TRUE,NO
FALSE,8058,672,717,610,4,3:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,TRUE,NO
FALSE,1382,520,1302,1143,1,7:00:00 PM,TRUE,en,TRUE,FALSE,FALSE,TRUE,NO
FALSE,26478,552,427,2975,0,7:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,5352,384,187,877,2,4:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,52423,1940,305,14166,180,5:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,242,187,152,86,2,12:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,2964,165,647,776,5,6:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,1975,527,1778,196,15,2:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,125,296,435,1071,0,9:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,160,165,574,31,1,10:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,TRUE,NO
TRUE,10423,169,313,6879,1,2:00:00 PM,TRUE,es,TRUE,FALSE,FALSE,TRUE,NO
FALSE,3517,274,635,1126,7,9:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,FALSE,NO
TRUE,1926,341,294,1451,0,12:00:00 AM,TRUE,en,TRUE,FALSE,FALSE,TRUE,NO
TRUE,2391,148,258,943,0,3:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,TRUE,NO
FALSE,776,196,134,379,0,4:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,TRUE,NO
TRUE,60715,616,604,3281,6,9:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,2178,93,210,88,1,12:00:00 AM,TRUE,es,FALSE,FALSE,FALSE,TRUE,NO
TRUE,6641,1471,1977,7841,52,5:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,1296,351,422,682,0,3:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,TRUE,NO
FALSE,500,108,151,2027,0,7:00:00 PM,FALSE,en-GB,TRUE,FALSE,FALSE,FALSE,NO
TRUE,162921,1249,1724,1794,56,4:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,23663,473,457,2988,2,2:00:00 PM,FALSE,pl,FALSE,FALSE,FALSE,TRUE,NO
FALSE,94113,1357,520,91458,17,8:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,7811,244,242,5385,3,8:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,7051,189,206,2449,1,3:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,5210,641,426,1678,1,11:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,711,49,205,74,0,5:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,24257,510,322,8884,2,4:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,FALSE,NO
FALSE,45,41,219,76,0,4:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,FALSE,NO
TRUE,80156,1962,1094,1873,7,12:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,2685,167,156,1888,1,4:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,FALSE,NO
TRUE,4952,22,301,150,0,11:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,160869,1592,1303,631,19,6:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,13,13,51,20,1,5:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,TRUE,NO
TRUE,61850,836,688,872,1,1:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,78397,1712,1009,4558,10,7:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,5297,1331,1943,63,44,6:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,4156,1242,1999,59,3,12:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,22364,1236,624,16114,9,10:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,23056,433,288,27152,0,6:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,12230,1203,2001,5542,4,11:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,26559,326,264,7777,0,1:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,23645,1008,1756,897,66,6:00:00 AM,TRUE,en,TRUE,FALSE,FALSE,TRUE,NO
FALSE,94769,1477,908,126,1,5:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,NO
TRUE,37857,372,547,663,6,9:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,5279,244,275,707,1,11:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,FALSE,NO
TRUE,1002,302,275,1075,2,7:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,TRUE,NO
TRUE,104,122,435,60,1,7:00:00 AM,TRUE,en,TRUE,FALSE,FALSE,TRUE,NO
TRUE,2348,193,191,387,0,8:00:00 PM,FALSE,en,FALSE,FALSE,FALSE,FALSE,NO
TRUE,32443,491,208,5631,1,1:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,TRUE,NO
FALSE,4265,171,129,1838,0,5:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,TRUE,NO
FALSE,2117,370,330,4254,1,3:00:00 PM,FALSE,en,TRUE,FALSE,FALSE,TRUE,NO
TRUE,14524,349,333,642,1,6:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,1049,53,186,439,0,6:00:00 AM,TRUE,en,TRUE,FALSE,FALSE,FALSE,NO
TRUE,10383,374,372,137,15,12:00:00 AM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,125,23,84,18,0,1:00:00 AM,FALSE,en,TRUE,FALSE,FALSE,TRUE,NO
TRUE,306,330,336,43,7,12:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,16064,41442,4967,3079,80,7:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,6509,315,317,4396,3,2:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
TRUE,19697,746,237,66,25,2:00:00 PM,TRUE,en,FALSE,FALSE,FALSE,TRUE,NO
FALSE,1916,221,265,2412,1,1:00:00 AM,FALSE,en,FALSE,FALSE,FALSE,TRUE,NO
